"WT_DW_1"	"WT_DW_2"	"WT_DW_3"	"WT_JA__10"	"WT_JA__11"	"WT_JA_4_28"	"WT_DW_41"	"WT_JA_41"	"myb47_95DW6_21"	"myb47_95JA6_31"	"myb47_95JA7_32"	"myb47_95JA9_24"	"myb47_95_DW5_27"	"myb47_95_DW__7"	"myb47_95DW_41"	"myb47_95JA_41"	"mycTKO_DW_4"	"mycTKO_DW_5"	"mycTKO_DW_6_20"	"mycTKO_DW_41"	"mycTKO_JA_13"	"mycTKO_JA_14"	"mycTKO_JA_15"	"mycTKO_JA_41"
"AT5G40890"	3696.137	4919.983	4975.256	3753.244	3546.935	1498.217	2632.551	6069.431	2402.792	3670.96	5354.165	6237.541	6427.616	2821.108	2791.183	4449.953	1999.296	1762.669	2652.179	3177.445	1156.736	1194.471	1168.083	1380.094
"AT5G40910"	2069.429	2694.83	2216.014	1516.625	1423.287	639.968	3419.535	771.086	2049.624	1619.391	850.088	531.583	643.153	2368.705	2338.255	675.326	1933.259	1684.936	2525.447	2890.565	913.29	970.918	711.125	662.391
"AT5G40920"	670.526	794.851	739.455	539.235	484.42	298.517	1363.703	199.042	622.324	434.947	218.421	137.326	166.048	700.674	942.384	166.676	647.624	514.747	785.749	1123.7	246.318	266.807	184.616	168.985
"AT5G40930"	696.066	656.735	624.005	577.853	595.911	479.103	631.035	926.02	627.878	674.905	767.319	594.368	826.927	744.091	807.433	942.928	923.966	778.072	656.143	737.302	776.336	775.344	576.849	619.993
"AT5G40942"	27	27	30	24	33	51	18	10	28	16.012	15	18	12	35	18	15.061	47	56.885	47	26	43	30	36	10
"AT5G40950"	4221.993	4653.176	4284.172	2966.166	2766.796	3548.133	5622.396	2548.867	3332.01	3152.83	4164.357	2688.434	3091.146	4628.708	7057.182	2359.783	5661.701	4889.607	4646.36	6880.97	4327.785	4198.414	3086.319	4263.76
"AT5G40960"	35.001	33	25	20	22	56.003	26.003	41	30	40.533	46.001	24	53.022	25	27	53	46	30	47	35	23	17.108	21	19
"AT5G40970"	112.976	114	122	106.931	95.006	169.014	89.745	54.159	156.377	125.175	113.274	63.002	88	118.74	102.003	69.925	152	106.453	118	124	121.013	140.425	107.991	84.21
"AT5G40980"	34.004	39	25	12.275	19	27	39.287	37	31.011	62.291	39	50	51.654	33	49	18	41	28.197	43	35	19.008	18	8	10
"AT5G40990"	75	85	72.044	99.986	62.254	66	0	0	0	3	5	3	0	3	5	5	52	63.043	0	14	103.079	110.812	83.566	1
"AT5G41000"	188.807	219	197.03	156.023	141.414	54.051	124.003	29	119.975	113.036	50	36	46.057	156.169	93.022	21	171.034	150.152	146.068	115.025	128.042	119.696	104	65.003
"AT5G41010"	77	77	83.347	56.168	68.003	263.551	60	50	83.473	76.015	79	40	49.002	69	91	64	128	87	68.004	91	68.59	93	65	70
"AT5G41020"	577.017	701.005	637.897	500.361	515.265	526.385	428.215	591.103	654.956	436.873	504.26	446.352	460.155	557.044	523.813	516.588	703.17	651.335	581.26	457.384	585.875	528.551	565.597	528.095
"AT5G41040"	21	75.896	43	25	42.564	13	3	0	9.321	20	16	10	18	41	0	0	53	24	26	5	9	6	3	1
"AT5G41050"	284.914	280.901	210	156.535	169.653	191.088	607.844	45	226.659	181.49	181.927	88.546	138.983	382.245	729.266	34	290.731	280.733	382.977	515.602	59	51	34	101.063
"AT5G41060"	111.502	159	132.016	81.932	93.066	79	115.894	8.001	156.361	96.73	54	40	49.597	197.071	90.64	7	139.962	100.74	210.925	96.116	45.945	54	53	33
"AT5G41070"	150.724	128	122.404	83.477	131.456	60.054	113.28	15	74.024	81.792	97.655	45.771	66.004	144.023	144	13	90	85	161.192	35	117	101.064	65	87.058
"AT5G41080"	709.761	1025.549	1054.914	1081.688	890.487	441.461	1833.702	1749.432	1927.002	828.477	1807.084	2548.605	2884.346	635.255	2685.507	3191.874	322.866	838.598	648.844	3158.408	966.64	1226.503	1242.986	3922.246
"AT5G41100"	432.751	620.758	532.406	420.648	338.964	189.48	1320.384	361	698.357	330.605	464.617	385.804	490.061	504.008	469.674	377.104	518.678	521.354	413.755	1089.961	528.969	646.327	528.83	441.486
"AT5G41110"	366.561	419.057	367	256.087	240.705	71	269.268	250.004	279.721	293.264	224.139	258.091	272.487	335.227	238.146	243.058	379.569	301.011	291.391	269.003	257.339	267.004	217.06	188.999
"AT5G41120"	133.998	167	130.877	659.916	800.186	386.919	202.219	1585.589	108.081	615.478	1877.697	1903.043	2292.571	175	138	1416.467	103.002	85.984	223.386	96	161.204	155.129	114	75.361
"AT5G41130"	101	143.003	147	135.093	132.063	77.874	141.853	84.008	154.16	107.53	131.057	90.374	113.003	130	99.008	86	241.007	176.206	143.015	246.018	232.306	244.698	188	173.829
"AT5G41140"	427.409	646.958	601.331	440.676	418.601	248.042	751.351	97.006	930.504	350.388	194.91	129	110.216	1012.14	676.986	48	1477.072	951.763	952.49	742.529	852.041	1044.817	708.043	285.002
"AT5G41150"	393.539	508.06	509.272	327.025	336.724	207.054	318.547	280.061	400.883	295.286	251.993	222	259.702	312.08	297.569	253.1	455.015	425.208	404.874	401.032	364.323	370.239	268.994	261.564
"AT5G41160"	72	57	64	54.243	38.143	37	6	4	11	41.918	2	0	3	15	17	2	38	34.026	23	19	21	8	9	3
"AT5G41170"	40	57	42	56.873	36	43	45	34	32.345	33	77.058	51	42	31	53	32	56	44.141	37	79	47.025	54	28	44
"AT5G41180"	416.499	479.857	425.297	433.579	385.143	449.58	232.802	45.001	227.567	342.566	236.211	94.236	132.364	325.096	207.709	21	257.066	246.523	355.203	297	186.12	182.177	149	111.016
"AT5G41190"	652.924	882.361	861.544	588.606	553.204	445.097	544.78	441.112	785.607	564.824	438.474	446.458	436.383	749.486	635.242	386.498	1060.959	877.055	648.482	561.919	732.284	789.062	687.749	489.277
"AT5G41210"	2455.997	2379.545	2222.922	2147.611	2257.726	2991.058	2646.636	2794.924	2292.824	2594.619	2830.18	2267.019	2968.59	2857.247	3044.969	2567.907	3310.655	3147.956	3014.562	2941.983	3320.422	2978.558	2073.19	2991.293
"AT5G41220"	490.954	509.54	506.419	385.979	396.877	314.448	325.924	370.78	376.522	390.341	288.267	276.781	351.376	393.134	362.615	275.2	435.061	384.731	422.97	347.656	351.079	344.73	255.224	270.79
"AT5G41240"	374.059	390.461	345.258	283.504	247.549	378.668	235.61	238.122	327.587	236.396	198.608	198.209	257.906	283.308	244.957	226.906	372.009	288.265	276.803	330.529	275.287	277.876	191	222.601
"AT5G41260"	1498.433	1700.342	1595.862	1392.303	1286.611	561.414	1155.482	720.996	1260.533	1140.307	805.59	647.872	732.033	1397.74	1096.317	698.638	1648.794	1419.785	1352.84	1400.681	1182.546	1405.115	977.95	892.138
"AT5G41270"	212.179	211.218	223.154	161.466	146.949	322.51	133.079	112.942	164.476	194.624	111.362	96	109.006	156	135	84.002	221.098	187.267	147.484	107	143.054	175.996	149.924	138.788
"AT5G41310"	0	0	0	0	0	0	0	10	1	1	86.087	115	121.789	0	0	13	0	0	2	0	0	0	0	0
"AT5G41330"	595.59	716.823	741.625	538.113	464.817	586.794	405.077	499	520.354	449.448	446.448	495.529	515.965	502.338	450.424	490.368	706.612	561.883	572.87	601.125	486.196	487.263	370.68	351.191
"AT5G41340"	683.325	674.998	610	500.611	566.868	1183.092	755.627	651.97	555.447	653.582	624.598	455.834	553.717	676.378	860.312	457.148	731.804	666.575	704.553	785.228	556.159	504.449	348.038	523.615
"AT5G41350"	580.02	559.84	580.074	588.349	594.29	433.663	493.569	843.617	377.758	518.971	546.289	497.718	718.179	479.751	485.959	760.826	580.404	535.157	564.736	521	507.078	440.652	311	514.614
"AT5G41360"	417.812	460.683	452.148	417.453	330.829	195.877	356.701	416.886	341.96	326.954	426.648	429.48	540.142	396.918	344.378	343.642	508.595	441.486	414.778	305.52	360.574	365.525	288.61	251.355
"AT5G41370"	1737.158	2378.165	2100.523	1536.825	1523.707	374.164	1719.19	1278.257	1983.749	1561.826	1164.877	1087.089	1219.981	1794.298	1449.546	1320.425	2117.586	1618.681	1816.111	1665.919	1521.54	1667.101	1203.135	1247.1
"AT5G41400"	539.645	589.682	607.737	621.755	669.25	439.42	760.864	1180.839	749.893	794.947	1271.598	1127.597	1409.831	888.976	894.03	1035.315	785.263	692.212	858.676	871.795	497.944	426.397	296	606.824
"AT5G41410"	1856.401	2524.844	2224.927	1691.955	1576.008	859.173	2131.204	1929.803	2147.025	1417.731	1126.329	1164.238	1269.403	2139.932	2424.965	1785.203	2404.716	2004.289	1785.585	2305.663	1597.826	1710.656	1342.253	1596.119
"AT5G41460"	75	78.002	82.48	46	56.186	24	367.566	5	113.009	54.637	126.979	75.658	62.011	266.009	217.924	4	74.184	70.939	243.676	132	14.71	20	14	3
"AT5G41480"	295.132	350.004	315.884	296.064	297.011	189	307.011	278.718	274.336	303.03	262.366	249	313.524	339	293	273.461	321.395	343.841	321.62	294.816	258.897	236.571	187.701	251.845
"AT5G41520"	4422.984	4709.091	4540.413	4362.098	4315.791	10624.088	3046.97	2432.072	4565.607	4345.592	3192.921	2234.363	2957.545	5077.14	3017.141	2364.285	7172.401	6015.262	4562.802	4673.624	6240.549	5583.265	4514.06	4039.051
"AT5G41550"	20	34	30	52.001	28	6	90.063	5	10.253	15.33	19.014	14	9	11	29.019	16	25	15.003	18	90	18	10	8	5
"AT5G41560"	455.088	415.166	362.582	310.306	356.01	192.068	297.606	466.827	347.238	475.882	388.388	323.266	407.373	339.352	299.01	464.844	470.97	354.09	355.388	366.907	410.89	409.173	358.933	390.18
"AT5G41580"	276.06	383.987	355	254.026	236.065	135.002	240.128	245.413	330.665	279.628	263.543	204.026	256.904	254.968	288.108	254.255	349.038	284.035	259.804	286.111	270.785	336.201	267.999	172.022
"AT5G41600"	654.267	718.914	733.996	666.901	687.387	459.904	610.863	281.274	835.074	937.971	656.89	461.134	558.107	944.658	595.43	242.291	846.751	694.142	949.935	698.962	619.479	581.94	461.928	414.373
"AT5G41610"	44.11	63	79	61.002	48.857	38	24	19	12	58	45	30	33	33	21	15	40	30	35	23	32.999	25	19	4
"AT5G41612"	91	88	118	44	28	49	33.216	9	65.24	53.682	31	21.893	32.03	64	43	19	83	55.416	59.417	47	47.028	33.038	35	16
"AT5G41620"	94.513	143.116	95	96.009	91.786	74	151.2	107	147.713	87.578	88.757	77.433	94.224	123.013	203.852	65.024	159	109.165	112.581	175.43	90.658	98	75	101
"AT5G41650"	16.421	35	19	23.011	19	32	24	26	19	22	27.22	18	23	28	15	8	34.001	23.241	23	35.021	25.004	34	22	14
"AT5G41670"	1258.953	1640.529	1701.201	1114.297	944.995	704.886	828.693	666.922	1943.065	1042.659	727.62	709.363	802.483	1586.593	907.852	825.057	2668.495	1877.665	1475.771	1206.979	2021.287	2171.178	1880.009	949.975
"AT5G41685"	873.479	1009.193	818.3	707.092	747.133	1102.383	658.089	665.431	931.918	810.441	691.007	503.977	678.772	927.165	787.501	569.172	1251.807	1000.109	873.008	790.016	949.243	1141.724	750.029	649.794
"AT5G41690"	78	105	86	60.997	71.29	53	133.186	43	94.041	64	35	28.018	38	101	138.018	53	143	131.352	105	186	100.034	101	71.187	111
"AT5G41700"	13918.56	14382.528	13889.058	10102.212	10240.67	9127.417	16217.81	4442.891	13472.244	12794.466	4488.522	2759.606	3645.276	14705.147	13771.306	3228.807	15902.645	15463.296	14064.811	13949.892	8638.428	8484.221	5987.647	7220.411
"AT5G41730"	2.021	9	6	21	21.313	3	21.016	66.004	1	13.001	85.046	74	88.57	5	21	70.565	21	25	7	26	13	10.001	6	2
"AT5G41740"	1269.112	1511.076	1554.25	4677.578	3018.812	1433.873	14292.811	2465.081	1840.031	1307.703	1434.209	831.255	1009.338	1110.877	6854.559	2824.304	2412.464	2903.578	1082.877	13901.138	1252.621	1387.664	860.982	1132.65
"AT5G41750"	1775.439	2193.258	2082.245	7975.427	4587.215	2725.638	14562.922	3313.629	3978.47	1777.132	2758.489	1444.091	1667.491	1504.247	7916.705	3456.897	2635.018	4335.226	1766.084	16957.911	2147.505	2477.765	1713.258	1682.68
"AT5G41760"	321.953	323.561	293	237.897	271.36	234.824	340.238	223.011	283.784	271.186	183.064	159.179	167.805	351.104	321.361	170.179	333.001	301.451	342.974	365.289	241.927	239.948	172	206.214
"AT5G41761"	418.35	348.008	357.888	336.521	279.394	799.727	195.125	0	364.921	383.227	21	0	0	291.514	375.66	0	592.654	537.698	357.44	340	357.757	294.866	239.008	361.008
"AT5G41770"	1145.174	1498.612	1438.858	1128.313	1118.684	740.643	935.625	900.096	1252.22	964.887	905.862	880.844	1006.52	1285.176	1034.62	721.36	1549.966	1391.271	1317.643	1108.286	1334.385	1291.083	1080.425	968.411
"AT5G41790"	4599.649	6511.193	5640.133	3764.948	3457.388	2783.876	7997.136	5072.621	6361.329	3871.138	4247.185	4641.708	5182.777	6638.847	7144.195	4403.06	8485.423	6654.299	7179.295	7794.447	5151.584	5533.268	4806.93	4774.091
"AT5G41800"	503.749	621.476	605.524	544.985	470.324	383.065	198.936	249.059	391.927	369.774	317.088	276.484	310.551	405.044	228	305.906	408.283	379.324	394.221	344.044	396.429	412.768	302.963	336.53
"AT5G41810"	375.127	421.77	467.989	640.594	535.104	349.873	768.363	252.022	489.566	427.406	250.435	185.245	200.915	426.409	650.123	136.085	488.496	441.177	361.264	614.205	346.376	336.006	248.071	423.942
"AT5G41820"	6	23	20	13	9.012	3	9	2	15	9	5	2	1.001	14	17.004	2	29.002	20.001	13	32	17	19.002	11	12
"AT5G41850"	146.017	163.93	153.022	114.747	107.293	88	155.488	104.102	143.403	137.173	79.984	77	98.206	131	119	160.001	179.245	134.531	114.301	135.074	122.808	129.299	89	103.146
"AT5G41860"	84.003	133.345	147	90.307	95.956	120.251	50	86	92.066	98.51	76.134	81.04	104.76	96.185	67.936	154	148.926	116.043	69.246	75	149.991	151	123.041	74.003
"AT5G41870"	553.872	724.679	656.882	408.056	443.512	61	552.75	381.563	834.848	423.496	342.12	375.572	466.058	801.821	465.205	355.026	951.522	639.516	657.478	562.035	517.967	671.38	474.931	347.077
"AT5G41880"	128	116.009	143.158	159.041	166.42	123.041	65	100.008	130.151	120.201	88.875	105.96	104.995	133.854	68.055	139.048	246.102	205.263	150	122.132	212.486	224.364	157.921	135.094
"AT5G41900"	28.873	45.002	37	9	11	0	171.116	0	71.262	18.491	11	6	5	161.405	77.106	0	104	90.455	139.104	96.873	55	44.46	50	21.003
"AT5G41910"	133.516	155.016	154	144.478	129.67	207.776	122.015	177	108.997	153.705	113.093	110	121.087	135.996	123.199	117.007	134	121.596	149.936	115	154.69	118.937	91	79.001
"AT5G41920"	394.72	523.27	449.571	199.185	283.26	406.375	306.819	164.002	438.188	426.174	249.648	201	266.94	494	309.06	211.001	370.568	285.304	493.198	351.986	241.755	224.956	216.229	223.06
"AT5G41940"	995.114	1386.356	1372.861	881.403	824.563	725.277	669.576	770.59	984.379	748.734	543.959	596.201	623.224	946.586	678.97	603.307	1028.261	782.407	863.27	859.601	772.315	736.163	588.278	525.901
"AT5G41950"	1091.923	1495.162	1425.866	1028.769	970.214	514.264	843.262	717.954	1295.006	972.119	829.064	756.333	878.163	1375.387	780.282	653.902	1807.36	1369.904	1215.298	959.581	1313.635	1353.705	1103.455	855.334
"AT5G41960"	594.213	579.922	547.039	524.395	566.93	543.497	587.081	548.18	570.98	574.214	559.897	443.251	591.05	667.691	628.653	521.4	921.215	830.848	695.52	695.342	861.23	851.92	548.823	623.016
"AT5G41970"	867.245	963.821	892.06	710.93	705.728	454.44	785.222	656.495	814.184	731.964	697.165	623.085	762.912	841.293	750.977	533.831	1154.557	1031.467	822.909	963.243	904.406	859.332	657.557	665.739
"AT5G41980"	83.447	118.506	79	68.004	57.014	68.987	58.046	41	76.184	65.592	41.026	35	29	73	41	15	82	74	84.262	77	73.967	48	45	45
"AT5G41992"	1187.713	1562.632	1467.078	1287.175	1119.981	782.751	918.385	896.922	944.02	834.019	935.344	931.472	1136.932	938.082	993.628	1354.879	1527.013	1341.15	839.311	1162.628	1432.154	1567.377	1198.173	1083.761
"AT5G42000"	466.626	513.824	448.494	523	468.28	371.045	679.697	387.913	552.044	445.837	419.481	309.952	391.841	502.802	585.316	399.092	629.986	601.157	475.833	617.771	536.688	517.69	399	443.9
"AT5G42010"	238.029	309.154	319.027	313.846	193	152.771	148.602	80	121.082	149.296	200.409	127.719	136.855	143.058	166.329	61	206.005	162.317	115	185	184.899	195	143	211.776
"AT5G42020"	3792.433	5903.058	6046.4	3067.221	2396.129	1985.385	2625.282	3633.511	3134.192	2037.607	2613.496	2538.172	2959.459	3495.439	3262.727	2687.091	7300.969	4784.826	2996.178	3966.321	7161.904	7831.63	7385.548	5688.957
"AT5G42030"	1225.951	1331.877	1113.02	940.39	1117.075	1172.567	2192.389	900.946	1137.696	1309.078	918.354	614.693	860.557	1521.468	1939.45	489.847	1386.561	1279.046	1486.366	1643.222	734.014	771.424	505.715	695.845
"AT5G42050"	8054.497	10071.255	8872.003	15654.521	12933.344	6947.557	19607.834	13506.801	12827.657	11212.287	11019.128	9607.518	10989.886	9940.484	14303.421	9697.635	12632.071	12204.372	9925.278	17362.272	10406.972	10419.386	7829.986	8314.927
"AT5G42060"	170.312	142.087	134.105	184.216	200.39	472.988	124.08	92.278	170.736	189.602	137	75.831	98.006	179.899	148.103	85	217	227.508	209.224	172.409	207.793	193.538	178	112.061
"AT5G42070"	587.851	732.783	636.844	231.483	265.382	137	1027.201	270.103	458.498	262.578	623.011	308.169	451.083	782.819	1485.242	240.976	777.838	560.174	542.032	974.368	251.36	318.245	210	398.947
"AT5G42080"	4154.75	5069.175	4915.697	3475.321	3251.654	1442.813	3101.089	2034.767	4339.129	3311.064	2552.632	2429.285	2823.328	3994.958	3241.898	2088.322	5577.154	4813.21	4025.244	3592.765	3887.732	3962.483	3075.257	2423.037
"AT5G42090"	3681.207	4575.551	4553.294	3188.681	3032.396	3319.123	2274.268	2107.677	4287.219	3409.406	2867.887	2646.331	3137.084	3640.595	2265.655	2368.934	4951.401	4176.619	3565.252	3038.164	4150.301	4218.315	3218.141	2696.661
"AT5G42100"	1586.54	2680.627	2172.82	969.099	1072.237	808.345	2440.33	776.726	2884.899	1337.79	1388.987	931.905	1139.493	2840.689	2650.428	1292.777	2770.509	1936.467	2289.758	2385.482	1207.72	1674.722	1213.807	1406.933
"AT5G42110"	63.005	92	61	48	44.374	84	209.496	50	126.947	66	60	30	51	154.369	257.91	81	145	111.081	115	210	72	106.999	64	118.116
"AT5G42130"	465.279	477.404	468.837	376.622	356.261	375.023	705.461	485.005	491.519	369.828	601.567	459.364	536.465	508.618	740.314	501.608	630.011	599.318	511.273	758.408	437.825	458.448	344.004	457.89
"AT5G42140"	549.432	780.39	737.268	450.32	358.815	145.215	480.769	314.292	578.54	382.833	339.503	303.373	346.778	494.181	409.273	365.518	673.877	480.539	446.845	621.059	402.025	472.491	373.037	272.716
"AT5G42146"	67.01	69.451	41	67	88.033	34	85.007	147.008	55.97	87.024	176.128	90.999	194.349	44.019	34	182.68	57	61.397	44	88	63.054	60	44.001	47
"AT5G42150"	534.894	588.95	511.317	513.475	499.078	564.412	410.936	406.047	501.687	460.336	567.832	431.014	514.509	512.805	449.819	424	798.42	717.417	595.69	496.92	840.402	740.343	557.001	514.136
"AT5G42180"	1	0	0	0	5	0	0	13	0	1	88.009	204.45	99.623	1	0	2	0	2	3	0	0	0	0	0
"AT5G42190"	1709.359	1887.36	1647.742	1281.274	1290.567	2060.55	1426.574	1215.059	1718.128	1709.44	1282.429	911.855	1144.149	1709.445	1606.839	971.871	2110.772	1825.25	1702.129	1689.745	1564.227	1603.28	1169.863	1230.799
"AT5G42200"	96.642	110.312	90	31	59.997	35	147.342	49	194.277	125	41	36	40.792	152.036	77.253	15	101.472	94.185	137.135	98	37.743	44	42	38
"AT5G42210"	28	46	32	16	30.279	1	47.71	9.003	35.511	29	34	22	37	68.034	35	9	40	40.003	61.166	47	27	17.007	16	14
"AT5G42220"	1309.847	2004.294	1803.22	1186.687	1210.592	523.68	1204.616	1181.405	1468.733	1114.49	1075.001	1131.918	1303.561	1376.615	1184.421	1144.374	2111.149	1523.718	1176.702	1342.178	1363.549	1577.363	1323.821	859.15
"AT5G42240"	726.356	888.599	825.57	427.418	454.496	400.847	1042.099	146.99	663.061	526.545	328.92	200	257.844	774.297	860.144	194.568	784.889	599.801	730.01	1072.134	348.056	358.783	270.015	296.715
"AT5G42250"	942.369	1165.585	1102.961	674.718	562.374	540.205	681.509	295.051	308.859	432.294	410.047	234.011	286.203	664.246	1086.752	211.085	689.386	563.915	502.523	634.174	246.769	193.164	145	173
"AT5G42270"	8550.489	12069.901	10624.921	6168.577	5634.34	3890.91	11541.3	11176.772	6564.836	5430.886	13349.99	12552.54	14623.564	9304.141	13457.046	7548.301	12012.4	9373.613	8626.699	12183.723	7584.415	7471.1	6384.132	10070.735
"AT5G42280"	16	20	22	27	14.029	9	46	8	13.026	9.924	16	18	21	14	17.008	1	18	11.003	21.186	16	11	12	7	0
"AT5G42300"	4434.269	5511.579	4943.121	3599.351	3958.667	7478.453	4664.732	7783.586	4495.618	5049.661	5227.32	3840.487	5262.25	5110.15	5423.978	7713.417	7714.6	5323.312	4037.929	5715.847	6705.736	8016.508	6157.6	7734.06
"AT5G42310"	1247.798	1809.556	1624.215	865.346	794.769	440.533	2042.053	1333.596	1279.375	805.833	1391.049	1274.223	1533.884	1403.001	2445.87	961.168	2193.698	1508.926	1291.281	2570.439	1067.384	1030.068	805.884	1349.381
"AT5G42320"	539.734	474.046	508.573	569.484	566.476	606.576	428.929	526.96	470.02	490.427	454.929	342.229	502.181	434.68	467.213	585.172	512.552	535.784	516.671	601.84	519.659	430.5	292.135	361.192
"AT5G42330"	5	14	15	9	11.929	34	19.923	12	6	6	9	16	9	13.001	11	3	19	13.003	30	22	12	6	10	2
"AT5G42350"	192.629	225.073	183.791	172.196	182.097	92.216	107.716	135.393	182.97	160.257	148.468	134.264	164.469	173.876	118.2	107.482	148.949	130.919	170.555	133.47	151.245	119.742	106.737	122.358
"AT5G42360"	340.578	485.957	419.214	305.297	334.707	126.161	297.728	282.031	346.89	389.36	253.978	214.978	257.938	351.114	285.999	264.654	321.051	329.129	341.895	345	234.882	280.329	195.263	233.162
"AT5G42370"	129.968	118.688	129	112.162	121.8	64	141.05	59	158.961	116.605	88.212	70	95.785	179.228	155	62.012	194.058	205	193.631	126	148.225	144.529	95.998	61.023
"AT5G42380"	62.096	57	68	2128.047	1379.812	2095.689	3068.861	469.765	665.258	273.399	59	25	29	96.59	1668.958	182.757	355.289	788.272	94	3234.372	277.385	247.454	147	316.805
"AT5G42390"	6185.953	8417.503	7623.39	4226.523	4073.442	1972.049	7167.888	6560.218	5063.631	4191.187	7458.34	8566.083	9716.703	5598.199	7114.338	6903.17	8653.167	6838.799	5476.893	8894.691	6338.559	6850.102	5437.266	5636.617
"AT5G42400"	490.751	698.935	605.165	420.139	357.507	56	481.621	471.389	504.774	324.084	295.481	401.865	418.282	436.116	428.756	446.201	621.096	412.565	473.689	573.398	376.017	517.817	347.698	311.956
"AT5G42420"	453.583	534.643	507	535.533	476.34	406.213	389.346	351.708	552.613	552.17	519.403	392.031	514.708	549	384.499	340.125	545.145	464.285	605.642	491.977	598.875	568.919	424.003	338.798
